x,y,z,T
-0.0017219251,0.0125522772,-26.9048214,0
0.00640993426,-0.0149012357,40.6912346,0
-0.000737256778,0.0113988305,10.2777567,0
0.00982653815,-0.00371802947,82.1053314,0
-0.0225563236,-0.00906962901,-55.3639717,0
0.0247524697,-0.00685081119,-60.2729988,0
-0.00625468371,-0.00462973258,-48.6407318,0
-0.0284574907,0.0302063189,-78.7950058,0
-0.0073212632,-0.0165951271,27.7514114,0
-0.0136947501,0.0233201794,-23.1911449,0
0.0113846865,-0.00423306366,-54.5462608,0
0.00956668332,-0.00920125749,31.3288574,0
0.0160760023,-0.00942159817,5.7788744,0
-0.0104417745,-0.0217615236,-40.4634361,0
0.0293016545,0.0399538651,-48.4257164,0
0.0287746489,0.00340671488,-58.3754539,0
-0.0178307816,-0.0166278984,4.22948933,0
0.0109835463,-0.0106757982,16.6758633,0
-0.014025542,0.0388293117,-65.5268784,0
-0.00133347849,-0.00118031492,53.7836685,0
-0.0266032424,-0.00905455276,113.424538,0
0.0107177217,-0.00323852408,-98.3887405,0
0.00268325396,-0.00498843798,42.189621,0
0.136444807,-0.574771285,-36.9716034,0
0.0214670897,-0.00129416108,-28.587038,0
0.00940118078,-0.0216888953,-46.0307465,0
-0.00757420529,0.000786608551,47.2126045,0
-0.00834253617,-0.0242899116,24.9504929,0
0.00724483375,-0.00403058901,61.8021851,0
-0.0179438796,0.0249857549,-14.6410522,0
0.00987993926,0.0309472866,36.1686058,0
-0.0183950197,0.00206152536,-27.1589336,0
0.0360108726,-0.0358394384,-103.966194,0
-0.0206204019,-0.024401756,58.3866386,0
0.00967790186,0.0126346555,-42.5049553,0
0.00966649503,0.0225941855,1.32075679,0
-0.0132883517,-0.0242877919,87.1664658,0
-0.00942538679,0.00641993899,-59.0391273,0
0.00105206273,-0.011084551,-49.5951805,0
0.0425521806,0.0998402163,-8.49360561,0
0.0438310504,-0.0130919963,31.8031349,0
0.0426242165,-0.0149684828,-16.2710323,0
-0.0094979303,0.00168798538,-47.3430786,0
0.0187709108,0.0349181071,-35.397583,0
0.00485374499,-0.00585914124,-4.06654406,0
0.0438969657,0.00688502984,65.1190796,0
0.046434775,-0.0133320931,-41.1992149,0
-0.0101185441,0.0207921714,-11.1586466,0
0.00911701657,-0.0142713217,-48.0189133,0
-0.0203925222,-0.0109526403,90.0284195,0
-0.00629634596,-0.0343423374,92.5453873,0
0.0516302697,-0.0436187349,-35.0401917,0
-0.0212423485,0.0292694848,-19.4666595,0
-0.0473818555,-0.0180255119,-143.945602,0
0.00595324347,0.0280797556,22.8357677,0
-0.00782724097,0.00537144719,49.4471779,0
-0.0539491698,0.0429244079,-34.7158661,0
-0.0221932307,-0.0261863638,-75.134758,0
-0.00418420602,-0.0682877004,14.9910011,0
0.0309400111,-0.0639506057,-2.41323543,0
-0.059004765,-0.0813235417,27.077879,0
-0.0253768377,-0.0600725673,2.26249409,0
0.0183996689,0.0210330226,13.2649784,0
0.0285953488,-0.0010472826,50.058197,0
-0.0233053397,0.020657504,60.4330597,0
-0.0566985905,0.0767141879,-6.16943693,0
-0.00267554796,-0.0495047159,-112.471649,0
-0.0395178869,-0.0314473845,-69.34375,0
0.0549901165,0.0173591319,-67.9285355,0
0.0467755944,0.0208515283,-20.4333191,0
0.0184673313,0.0290209204,21.6624279,0
0.00384566281,0.0185815319,-30.8931675,0
-0.0621980466,0.0367934853,-114.612701,0
0.0434845947,0.0859086961,-78.1669693,0
-0.0243229084,0.0668121949,38.2710152,0
0.0578049347,0.0251900759,-17.5611267,0
0.0501225851,-0.0134739541,-50.5339661,0
-0.0562333986,-0.0417411476,-72.5457306,0
0.0275411475,-0.0612526052,-89.0018234,0
0.0126177687,-0.0360672399,-32.3666649,0
